date,pm10,pm2_5,carbon_monoxide,carbon_dioxide,sulphur_dioxide,ozone,dust,ammonia
2025-03-20 22:00:00+00:00,26.35,22.52638888888889,272.5833333333333,,1.3611111111111112,43.27777777777778,0.25,8.355555555555556
2025-03-20 23:00:00+00:00,26.012500000000003,22.494444444444444,266.22222222222223,,1.2319444444444445,41.97222222222222,0.2222222222222222,8.241666666666667
2025-03-21 00:00:00+00:00,26.063888888888886,22.77777777777778,259.80555555555554,,1.1666666666666667,41.55555555555556,0.20833333333333334,8.238888888888889
2025-03-21 01:00:00+00:00,26.31527777777778,22.9625,254.16666666666666,,1.1486111111111112,41.263888888888886,0.2222222222222222,8.072222222222223
2025-03-21 02:00:00+00:00,26.544444444444444,23.218055555555555,250.02777777777777,,1.0763888888888888,40.263888888888886,0.2222222222222222,7.854166666666667
2025-03-21 03:00:00+00:00,26.547222222222224,23.156944444444445,248.30555555555554,,1.0625,39.15277777777778,0.2361111111111111,7.743055555555555
2025-03-21 04:00:00+00:00,26.820833333333333,23.418055555555554,246.43055555555554,,1.0347222222222223,39.013888888888886,0.25,7.706944444444444
2025-03-21 05:00:00+00:00,26.870833333333334,23.62777777777778,246.73611111111111,,1.0472222222222223,38.22222222222222,0.25,7.798611111111111
2025-03-21 06:00:00+00:00,26.976388888888888,23.49722222222222,255.41666666666666,,1.1041666666666667,37.75,0.2638888888888889,8.006944444444445
2025-03-21 07:00:00+00:00,26.65,23.023611111111112,267.55555555555554,,1.2694444444444446,40.583333333333336,0.2638888888888889,8.372222222222222
2025-03-21 08:00:00+00:00,25.23888888888889,21.920833333333334,260.9583333333333,,1.4902777777777778,48.09722222222222,0.25,7.6194444444444445
2025-03-21 09:00:00+00:00,24.216666666666665,20.697222222222223,247.79166666666666,,1.761111111111111,58.986111111111114,0.3194444444444444,7.13611111111111
2025-03-21 10:00:00+00:00,23.09027777777778,19.915277777777778,231.45833333333334,,1.9361111111111111,71.125,0.3888888888888889,6.305555555555555
2025-03-21 11:00:00+00:00,21.331944444444446,18.455555555555556,215.52777777777777,,1.8763888888888889,81.51388888888889,0.5416666666666666,5.530555555555555
2025-03-21 12:00:00+00:00,19.22222222222222,16.529166666666665,203.77777777777777,,1.625,89.5,0.7638888888888888,4.913888888888889
2025-03-21 13:00:00+00:00,18.07361111111111,15.3125,196.93055555555554,,1.4458333333333333,94.48611111111111,0.9444444444444444,4.636111111111111
2025-03-21 14:00:00+00:00,17.34027777777778,14.512500000000001,193.68055555555554,,1.375,96.98611111111111,1.1111111111111112,4.647222222222222
2025-03-21 15:00:00+00:00,16.90277777777778,14.059722222222222,194.41666666666666,,1.3041666666666667,97.08333333333333,1.1111111111111112,4.791666666666667
2025-03-21 16:00:00+00:00,17.040277777777778,13.841666666666667,198.19444444444446,,1.2805555555555557,93.86111111111111,0.9722222222222222,5.044444444444444
2025-03-21 17:00:00+00:00,17.46527777777778,14.212499999999999,206.43055555555554,,1.2847222222222223,89.79166666666667,0.875,5.475
2025-03-21 18:00:00+00:00,17.745833333333334,14.71388888888889,210.875,,1.3152777777777778,84.91666666666667,0.6944444444444444,5.634722222222222
2025-03-21 19:00:00+00:00,17.705555555555556,14.969444444444443,211.25,,1.3611111111111112,80.02777777777777,0.5694444444444444,5.4625
2025-03-21 20:00:00+00:00,18.115277777777777,15.136111111111111,213.04166666666666,,1.4125,77.18055555555556,0.5416666666666666,5.045833333333333
2025-03-21 21:00:00+00:00,18.47222222222222,15.674999999999999,214.06944444444446,,1.386111111111111,75.15277777777777,0.5416666666666666,4.5375
2025-03-21 22:00:00+00:00,18.87222222222222,15.924999999999999,214.79166666666666,,1.4180555555555554,73.40277777777777,0.6111111111111112,4.223611111111111
2025-03-21 23:00:00+00:00,18.947222222222223,15.919444444444444,214.875,,1.3416666666666666,72.09722222222223,0.6527777777777778,3.961111111111111
2025-03-22 00:00:00+00:00,19.280555555555555,16.291666666666668,214.90277777777777,,1.2777777777777777,70.25,0.8333333333333334,3.763888888888889
2025-03-22 01:00:00+00:00,19.28611111111111,16.275,214.47222222222223,,1.176388888888889,68.08333333333333,0.8611111111111112,3.638888888888889
2025-03-22 02:00:00+00:00,19.618055555555557,16.255555555555556,215.04166666666666,,1.1333333333333333,65.93055555555556,0.9166666666666666,3.5597222222222222
2025-03-22 03:00:00+00:00,19.893055555555556,16.604166666666668,215.73611111111111,,1.1305555555555555,64.06944444444444,0.9583333333333334,3.420833333333333
2025-03-22 04:00:00+00:00,20.331944444444446,17.02777777777778,215.97222222222223,,1.1263888888888889,62.333333333333336,0.9583333333333334,3.283333333333333
2025-03-22 05:00:00+00:00,21.0625,17.62777777777778,217.81944444444446,,1.1958333333333333,60.34722222222222,0.9305555555555556,3.4291666666666667
2025-03-22 06:00:00+00:00,21.4125,18.02777777777778,220.90277777777777,,1.3472222222222223,58.986111111111114,0.8888888888888888,3.6999999999999997
2025-03-22 07:00:00+00:00,21.001388888888886,17.705555555555556,224.09722222222223,,1.4972222222222222,59.02777777777778,0.8333333333333334,3.931944444444445
2025-03-22 08:00:00+00:00,20.231944444444444,17.083333333333332,219.45833333333334,,1.7694444444444446,63.763888888888886,0.8888888888888888,3.7874999999999996
2025-03-22 09:00:00+00:00,19.32638888888889,16.084722222222222,213.76388888888889,,1.8347222222222221,67.88888888888889,0.9444444444444444,3.6430555555555557
2025-03-22 10:00:00+00:00,19.02777777777778,15.631944444444445,209.40277777777777,,1.8347222222222221,74.22222222222223,1.0694444444444444,3.4222222222222225
